Res DU,Res BE,Res FR,Res GB,
143366.7075,21744.44898,87516.03,48447.93411,
141679.0976,20236.99563,86559.51,47551.94465,
134090.9124,18251.56667,79390.39,43626.77918,
126200.6333,14722.15127,73555.19,40448.75171,
119929.6864,13855.33743,70634.79,39081.89833,
111285.1045,12274.58311,64815.45,35696.11974,
106292.8038,11670.46604,63153.88,33045.14686,
100546.3688,8305.380579,60767.92,31063.92821,
94270.47421,8793.921015,57950.53,31316.90407,
86726.44635,9333.072507,61103.64,28737.70693,
77860.60964,8612.943462,64249.40,31974.09916,
71753.71589,10534.99497,67931.01,30349.48257,
56525.51275,8487.527623,60127.43,31238.31572,
33394.58703,5753.388128,41428.71,19350.59858,
16547.98,3780.606717,19710.45,8479.295095,
9493.266795,-2828.137213,6590.99,3025.004354,
14271.19699,-6373.270224,-1111.31,-217.1721396,
18500.33067,-10424.32352,-2254.86,-1647.948461,
18940.61323,-8963.758547,-9714.23,2416.102773,
34290.38018,-12493.11934,-7206.06,-7019.076764,
57037.12469,-15731.12331,4073.35,-11331.03339,
87579.50412,-12957.09837,28864.16,-11203.77805,
109216.6578,-8185.333979,52434.41,-10929.28654,
117426.5663,-6546.290251,68959.22,-6067.577259,
117912.3357,-5379.604343,77583.18,4173.659263,
112598.1026,-4438.584026,76847.99,5832.314075,
98015.73592,-2065.110904,70076.43,13910.45415,
85580.79414,-6449.30108,60436.33,13675.94571,
78280.94365,-6570.362767,52121.93,6944.541717,
50642.50997,-7324.019095,43858.90,1582.743538,
22798.39297,-4633.015679,42336.15,1025.227728,
-6289.036957,-4934.89793,45309.56,3910.156329,
-26119.54906,-1316.206663,44291.74,4863.151653,
-13796.00606,-1074.817555,45074.88,7871.205841,
-12446.94838,2187.817685,54542.65,14249.82094,
-10045.23632,3380.393622,49310.43,17164.25222,
-13955.76865,2684.455991,37388.82,14613.56399,
-26872.28484,1355.742865,16775.26,6781.293299,
-39214.49113,4158.129983,-4660.36,1597.832748,
-52251.76994,3594.589976,-19290.75,3193.227093,
-51861.02289,-132.6436752,-29540.07,5267.314625,
-48319.30177,-346.9982384,-39941.93,7263.249644,
-48254.40768,-2649.242275,-38520.48,16913.84199,
-23184.10926,-7720.021924,-33533.35,16409.45425,
4003.235998,-11354.97531,-15371.39,8396.799443,
69311.65376,-5968.774997,42081.25,25598.76258,
71597.23339,-6561.674465,49318.44,19083.66172,
88011.00467,-4822.10528,69905.82,13683.92906,
100609.7471,-3410.959878,79053.00,9377.04929,
102723.1428,-2660.112583,82750.79,14901.17569,
96165.88655,-1083.862176,76977.03,12139.24109,
80842.12837,-4386.469035,59147.52,2970.571852,
77927.94886,-5768.1068,51789.85,-2636.814445,
64052.28831,-6765.945507,43790.83,-4966.842878,
45592.31202,-5258.510396,38687.73,-2860.234061,
23559.86201,-5572.926139,36621.73,-3264.77265,
-1070.182734,-8671.870409,33666.95,-6626.527369,
-11421.98047,-9883.047719,30731.10,-3337.762204,
-689.1211011,-4925.566973,47981.72,5741.068087,
-42416.90536,-6987.311834,20259.91,-12840.16064,
-68126.76863,-9639.915636,3445.70,-23859.29507,
-79800.55707,-8815.895718,-9351.76,-33531.19068,
-85230.77378,-13576.2423,-19794.53,-47030.40294,
-83513.13391,-12615.29745,-24679.07,-53551.34606,
-85364.22378,-9924.516867,-33141.40,-55441.64482,
-58793.10453,-10962.17434,-35249.39,-57146.09259,
-29152.29382,-15364.72932,-33669.18,-50698.73649,
-5491.29224,-18167.64709,-28847.00,-37430.43935,
18559.60284,-20068.25788,-12524.65,-24312.22914,
60852.74999,-13758.33081,30572.54,-9101.464905,
60348.92542,-14050.19943,36476.90,-19412.78351,
67806.3912,-10296.6392,55150.60,-12302.5308,
55852.35563,-8300.677382,60834.59,-6518.836177,
38599.13732,-7400.72299,61616.90,-3218.610286,
21171.03874,-7429.412871,56509.05,-3419.665646,
-2861.842063,-8960.446932,40027.14,-8439.645447,
-3058.662912,-8160.720262,40692.31,-10035.40371,
-22531.48594,-7194.037015,37023.33,-11791.309,
-24811.68632,-6178.645281,39102.63,-14490.0523,
-38102.52624,-4513.697097,44624.22,-5725.69514,
-35476.57364,-2670.579132,46668.84,7985.080532,
-43926.53867,-2402.954388,48193.05,15831.37903,
-20740.01346,1101.782192,53002.45,21395.07779,
-33444.79296,3533.220103,32022.78,16837.42135,
-44882.49645,6926.728653,11193.76,14631.91229,
-43118.9429,8474.211451,4760.87,9677.412459,
-41559.13273,9339.359736,-3928.37,25633.43397,
-31953.94789,10742.11878,-6239.34,2650.777136,
-35516.28551,12022.21983,-10726.90,1885.218532,
-36318.42984,11480.12405,-11807.42,3786.793219,
-27605.20141,9330.325396,-7777.09,2735.231164,
-12811.60607,9455.704772,-516.89,798.2335516,
6611.544227,8888.76671,16636.58,5564.875055,
47543.84327,11929.45826,49609.19,17470.77448,
62636.69,5846.444307,64298.02,15523.57567,
80252.93444,1903.151593,81730.43,12282.07058,
99020.88302,3639.991159,88278.40,6858.015013,
103333.9924,8910.312998,87398.32,958.3793896,
100411.5549,11132.53051,80102.16,-1045.484096,
85636.09704,9425.864227,65251.44,-9634.920834,
69201.67887,8187.31778,61481.00,-13427.69606,
40852.13424,8364.4724,54781.80,-13202.42893,
5822.541463,8776.834798,53670.93,-16265.85058,
-25448.16215,8317.364771,53301.94,11320.7629,
-33948.11706,6693.408836,53341.89,-20036.74317,
-39984.13858,3976.883839,57739.37,-19919.39555,
-38896.42982,4414.188573,71698.09,-17195.4219,
-50362.82027,3556.721623,76212.84,-14295.97243,
-66187.28831,2819.371779,65073.26,16828.51912,
-81340.12774,-2717.49462,40468.89,-21465.57554,
-101199.1351,-9566.950937,20908.90,-27611.67896,
-114876.2208,-15671.87546,9990.86,-39055.2537,
-119950.9545,-18214.96374,6125.57,-37284.01274,
-121634.0902,-18993.15131,8404.56,-41394.72648,
-115338.6169,-20549.58074,15158.20,-42143.67893,
-101289.2239,-19462.93493,24339.65,-38725.18861,
-79671.98619,-16078.57505,41963.67,-31210.62603,
-23363.22946,-644.4771316,91799.51,5504.44653,
-17205.35465,5510.383663,100611.09,13856.68907,
4642.550619,9407.498584,112277.19,27027.19355,
24344.72799,11386.55665,110845.91,33447.57818,
44669.84861,10814.24446,107866.94,37131.6572,
65445.15295,10599.26194,100150.98,41352.84809,
65765.7946,6569.432277,77260.59,25469.97259,
76796.46715,5973.794216,69769.96,16724.98588,
74774.91083,12248.7341,62581.44,-2332.316299,
59906.43989,11215.91967,54524.06,-17727.88849,
44548.87174,6479.169737,52549.42,-25436.98392,
26037.54845,-5540.343858,44631.22,-30717.10205,
22511.32429,-11020.51375,33820.90,-34105.68486,
40888.26849,-7477.027634,50164.96,-24701.11511,
-2909.74098,-12399.21131,31637.20,-213.3908702,
-52243.18247,-12590.16885,8622.24,-20999.54226,
-104648.822,-16194.9421,-10547.98,-63402.86681,
-141054.8615,-21199.26778,-28189.34,-72007.93357,
-155200.8776,-24491.10922,-40282.17,-79485.84052,
-146025.5131,-26813.11167,-44699.33,-78636.18923,
-125031.1417,-26768.60124,-48767.03,-77100.19469,
-90352.96939,-27520.34692,-52543.94,-73243.08107,
-78331.90528,-23306.85472,-50060.05,-61101.84708,
-64161.0299,-18504.83236,-48846.25,-44443.19112,
4010.323836,-5866.449689,-5321.23,-4616.188246,
-5272.882366,-3876.421841,-14607.71,1413.622672,
-35761.68158,537.8069472,1414.58,13785.09956,
-45279.55513,9550.888007,8812.27,26381.06759,
-45016.06856,18272.9264,9805.16,30902.68475,
-49910.11003,19840.22172,12074.73,29067.4919,
-69467.47668,14537.76987,2953.13,22339.98648,
-77481.99344,11779.9915,6205.44,15541.2497,
-85417.53771,9490.215481,13457.67,7029.742504,
-88639.52166,5532.3891,18465.34,3855.731139,
-93010.5403,-614.5076218,22179.18,-1819.666436,
-97097.50742,4606.523878,19616.56,-5462.167445,
-101477.4754,5480.665885,17214.47,-4870.077115,
-85177.68513,1713.507673,42198.86,7111.904249,
-102290.2289,-10475.96753,36020.23,378.5061539,
-113089.4069,-17710.29134,2888.26,-6291.572237,
-124886.2901,-18864.53671,-40273.56,-17851.48708,
-133739.2071,-19913.14365,-68951.08,-30436.95577,
-142018.3742,-18149.18342,-82741.22,-43610.3742,
-145023.0558,-16862.81299,-86019.03,-48147.00672,
-143655.6482,-14190.71167,-87344.75,-35530.95765,
-142853.2227,-14279.29905,-86963.59,-49060.58124,
-138492.5758,-14008.70681,-79445.22,-38902.8044,
-117431.3108,-8439.9167,-64325.09,-23525.93415,
-85728.65377,-1612.868146,-30408.13,131.3286612,
-59543.87551,3433.568625,2891.09,20234.61313,
-50222.04973,10704.921,27391.39,36032.14448,
-49225.50989,14815.07533,39231.76,45912.01486,
-51540.28217,19246.86443,33044.71,50829.12131,
-57816.17911,20458.39295,22609.71,53556.27431,
-64351.97128,19532.61741,12914.51,49333.84586,
-71829.74297,18402.15879,14386.84,42302.3101,
-82571.64832,17751.76592,16960.80,38708.33666,
-87509.01195,16895.80866,19302.34,35857.37237,
-91315.09792,16134.98131,22309.05,36473.14313,
-92690.87839,14877.26752,21633.06,35313.31665,
-95859.15586,13779.0931,24371.73,32480.75396,
-94130.29472,13864.47718,42749.12,32695.36171,
-93506.18789,13629.9924,54031.85,31441.898,
-101272.3611,10361.90634,35929.61,23025.18704,
-115045.4386,5867.297648,9133.62,8232.146186,
-122996.2322,2521.436811,-12225.48,-6389.001942,
-128138.4781,598.6072054,-26003.34,-19862.00822,
-130234.3532,-1578.725276,-29398.80,-24420.44868,
-120383.8108,73.17138679,-27452.88,-21937.19341,
-112295.9367,3361.52411,-22857.26,-16864.53912,
-97257.13105,8184.28298,-10944.22,-5472.655873,
-63639.91614,8830.826846,4865.26,8390.72148,
-24056.23776,16233.9242,33786.14,23339.02952,
3493.691975,20166.21057,61813.59,42586.61398,
16734.26955,22211.76109,79308.10,44614.74729,
21639.55859,22812.52093,77304.23,51226.34071,
29854.1703,22451.40275,69041.72,52839.14598,
32598.72014,21606.64038,61038.06,55158.82649,
25044.51187,20454.21264,56461.38,53500.96608,
9307.259814,19350.85585,55380.23,51814.94736,
-7667.771898,18020.45882,51950.11,48818.63202,
-10784.1042,17585.43864,51943.56,47530.23332,
-10367.57861,16473.64421,49652.74,47180.17998,
-5664.369825,14866.4674,51641.11,43714.26886,
-25511.76101,13075.90363,53098.06,42353.46767,
-30062.82672,11466.71382,61268.47,41367.25367,
-22610.59849,12879.63013,71644.80,40557.30553,
-21420.90772,12744.80372,63299.45,34122.56218,
-24491.41239,9145.491372,36756.66,14924.72829,
-27595.59419,5186.013834,11501.87,-719.1492458,
-31335.28402,1614.92261,-4128.29,-13694.0112,
-34218.45767,133.5047542,-10600.71,-20068.85771,
-33198.67272,-333.4696792,-14470.60,-21066.04423,
-29849.46569,-578.9556021,-14393.65,-17005.54943,
-20758.98185,2199.541382,-7699.45,-11318.27516,
-5759.73441,7259.464755,6130.56,1646.021212,
13612.22356,13598.51607,28348.40,20831.30245,
30966.71639,17923.47746,51701.81,37509.41376,
28831.2277,19603.27301,68961.26,49013.78176,
18985.96012,20662.88267,66225.97,54971.65259,
14673.24875,19590.19068,54743.58,54602.9185,
17719.66622,18244.21841,39590.52,54792.25196,
15656.34586,17255.86524,31095.88,54738.8581,
22456.9705,17392.27333,25886.19,47592.62298,
13371.99252,16454.13233,25157.62,44096.8855,
4179.955808,15730.72526,26721.91,41973.07287,
548.6748388,15784.15263,26284.92,40734.92443,
-7555.962068,15466.66035,21895.84,38961.39793,
-18584.12393,15172.30279,17358.46,36684.71371,
-35538.52592,13925.61927,24297.51,31299.22413,
-50924.87357,12722.22829,24999.84,24090.09793,
-54358.42845,10506.07132,3939.38,13645.37809,
-52971.97808,7671.250785,-23258.11,-457.8335182,
-63933.42334,3165.593247,-45749.12,-12973.41663,
-70316.70172,387.6761842,-59058.46,-28153.39864,
-87294.9491,-2098.707414,-67690.74,-34327.61918,
-95131.10198,-4827.401493,-69084.02,-35415.67337,
-95139.43503,-5231.90551,-66204.82,-32288.55255,
-87165.8934,-2984.843229,-57131.11,-21442.36143,
-68966.02132,1208.039794,-39988.44,-6114.841515,
-39987.37599,6860.184421,-15323.20,11031.30767,
-11340.89584,12753.52955,10233.92,26985.17911,
4172.165101,16898.88401,35603.33,39320.74467,
14642.16857,18390.42461,43567.70,47500.03927,
24731.26963,18576.82218,35259.20,47908.75863,
24947.64105,17915.14302,24082.30,50502.02452,
27581.56553,16670.61608,17841.24,49849.52124,
30766.77164,15479.97277,21207.04,49967.1391,
27652.80086,13632.57946,23898.48,47887.51483,
24638.71599,13915.02036,26550.22,46168.52062,
23355.60739,14057.95881,28098.60,43236.43115,
25403.59002,13695.76038,28301.84,40036.50064,
25640.31714,12290.28355,31637.50,38386.51572,
24828.19787,9887.85935,36157.00,32850.61107,
19947.84664,8639.850489,33160.25,23297.80324,
12294.53658,2344.923715,10514.13,12930.19637,
8396.114425,-2943.178921,-15335.30,61.03588059,
1763.977775,-7399.309959,-34620.88,-12460.3099,
-2624.908874,-11959.12681,-46316.22,-24054.56502,
-9885.849,-13482.66862,-53590.99,-31138.42992,
-11598.20979,-13323.32159,-55938.59,-32629.10176,
-9927.288611,-14481.06286,-57584.14,-29040.34325,
1857.361409,-14136.70525,-48916.91,-20080.24361,
26230.0391,-11056.85997,-28877.39,-4518.67422,
55495.85163,-5872.595502,-5519.90,12202.18939,
84937.32525,-2646.704826,20106.43,27131.75429,
104389.1868,3568.93014,43370.33,35664.59674,
113488.2499,5622.222397,44799.32,43995.30747,
117927.9297,6526.984985,30773.36,49257.31537,
114123.9713,5542.28872,14113.13,45451.82485,
107516.5397,5869.801338,5474.82,38511.92605,
107899.8597,6337.153394,13530.99,33875.79766,
103148.8055,5610.41547,16367.34,33422.46598,
99871.41428,6853.059765,20606.86,34803.82485,
98028.35046,9730.137465,23735.02,35735.26637,
95776.28089,10292.11789,23707.69,35486.73077,
91580.19933,8134.738787,25818.89,36485.31709,
85655.37878,7533.500923,39335.54,34556.01654,
73373.00334,6569.676691,55988.35,33870.27534,
51160.03735,2434.157733,48227.31,25611.13375,
25805.30352,-4219.992366,24369.49,8691.910053,
10891.72922,-9316.606501,-3971.80,-11448.13941,
5792.841976,-14527.37671,-24864.89,-25649.27191,
7756.050981,-14923.48071,-28036.88,-30058.72023,
15123.16805,-12396.38809,-25259.83,-28527.70704,
23487.40989,-12356.90072,-22934.93,-24962.76987,
34839.8129,-9664.323087,-18175.34,-17927.96777,
56777.95311,-8010.68025,-7712.88,-7146.410204,
91104.58506,-2859.277547,10212.01,8221.066145,
119187.1921,775.2527964,29035.77,20050.95664,
128329.6232,603.2996019,43040.80,26579.21834,
119353.466,-722.5595983,36701.81,29723.16801,
109088.9966,-1453.919239,24853.60,25648.84528,
100475.3649,-1000.529462,8493.47,28476.0608,
93085.45146,-891.3268723,1010.27,28060.82281,
91322.92387,-1347.383413,-2861.48,29206.04758,
86476.82478,-948.4700098,-7116.13,28522.95036,
83490.04457,1354.393102,-7831.99,29156.90056,
84619.7977,4006.411978,-5240.29,31792.48514,
84219.24764,6298.412704,-9499.16,33108.80755,
83916.25524,6933.323264,-5094.20,34294.99699,
82212.88939,6741.258934,12241.87,36277.11879,
78403.97823,6878.250954,36080.04,36489.39732,
62182.40895,4148.622125,28058.14,29607.37694,
39262.76714,-1480.079246,-5294.96,13705.40596,
22728.47393,-6268.021485,-54429.44,-6994.045898,
18654.1606,-9909.232877,-88185.24,-22167.83033,
29440.75831,-9671.338056,-91954.61,-28269.76007,
42054.04109,-11879.27936,-90453.74,-28349.66184,
54953.43621,-14354.37128,-87351.57,-23474.26593,
61274.97128,-15720.75287,-85750.70,-16881.50746,
69953.33492,-11730.78129,-75983.11,-7159.930548,
93739.94565,-8562.02854,-52697.85,9927.6168,
109239.956,-5665.531685,-23657.78,23649.49768,
111041.2606,-6428.652161,6431.35,31802.78712,
106906.5599,-8396.406878,20030.93,35940.87113,
100768.43,-6372.262803,9758.14,33650.34657,
98869.13303,-4301.939125,-707.99,33993.80588,
53257.27426,19097.24098,67308.55,50346.42057,
52328.9372,18609.74489,61084.39,49518.90413,
27805.45135,18082.63571,57608.73,47432.9039,
17700.40985,17642.73871,56339.28,47192.28766,
16203.22502,16973.81116,54695.54,45056.58283,
-45.80932722,16159.65805,50179.51,44682.92748,
-7751.159735,15713.57736,55590.52,45690.97098,
3434.125435,15865.96909,67057.98,47729.23576,
12231.37197,14783.41534,76986.71,48403.47849,
4214.649281,10916.04977,67725.93,44320.0043,
-8045.271004,6025.073624,48635.08,24695.96,
-28927.75133,1844.620864,33738.57,7985.435254,
-46416.14388,-784.9264982,19931.66,-5491.001011,
-51814.7417,-620.0165382,16217.53,-10743.47187,
-54252.44786,3007.621351,18330.78,-10068.53492,
-54257.98758,6908.471254,21013.95,-6488.868855,
-46691.68323,9232.506934,24088.69,2769.997333,
-27181.30166,13493.92691,35591.66,12972.60988,
4234.541418,17480.93523,55515.47,31667.98851,
22968.58507,19817.62166,77691.18,41263.28575,
33482.79554,22198.39004,92404.88,53163.08321,
35675.85461,22685.10579,91932.24,52828.61995,
29356.90636,21635.47416,94249.32,54094.20601,
19744.51225,21496.04658,88171.76,52832.8989,
9480.170106,20609.17481,81392.23,51407.34736,
10226.83773,19698.74404,76438.72,50041.73696,
7391.527154,18523.52583,70372.71,47758.12923,
8182.858144,17823.90598,67399.48,47311.70295,
11047.0702,17037.14949,68487.40,46488.7613,
8365.042747,16699.63677,60798.08,45612.16,
4954.782633,16418.64684,63453.09,46217.96871,
-4670.33767,15782.9932,68899.24,46493.95173,
-15384.36051,14781.73747,74550.75,47095.55561,
-36783.86307,12720.0224,59693.56,35286.36842,
-59810.10436,8790.716644,33785.00,20740.9935,
-77869.34479,5144.166797,13317.09,5937.38287,
-90610.26976,2748.769614,4237.29,-5606.374867,
-97362.48111,171.7739069,4465.91,-10766.06307,
-95441.66781,632.3196758,2973.35,-7602.207056,
-88039.15258,3381.417767,5731.90,-9055.947979,
-69564.54603,6187.221358,11381.67,2228.55587,
-40366.35298,7461.021373,21773.63,6217.681775,
1288.724525,11516.04819,44129.89,22636.33397,
32362.18724,15186.9413,65841.39,37363.72759,
54881.60797,18574.5516,80921.76,44910.95203,
60144.73089,19006.04599,80716.70,50520.27052,
60366.31511,18105.982,75200.09,50175.89815,
54167.23364,15396.20528,62959.75,50002.08482,
20480.86948,-8599.672082,27669.04,17015.57216,
15643.09225,-11320.8434,15579.56,11224.54676,
18521.67965,-9367.190211,14777.29,3651.448547,
26936.40182,-5885.398238,16146.60,478.1245778,
34391.78941,-303.266658,15059.67,-26.24129145,
32589.63811,929.3281829,9884.52,3048.172309,
40223.38391,2509.403878,17851.15,6494.846445,
39550.29877,2750.412623,35219.57,10276.88696,
28814.15287,2481.671074,49106.06,10758.98399,
6570.621761,-1477.355269,44253.21,7605.844093,
-18193.88627,-7379.37033,27559.36,-2771.032265,
-38855.02323,-12071.21246,8768.46,-16009.97529,
-55752.52666,-17794.80961,-10425.72,-26949.61552,
-59412.95563,-18872.75706,-19039.38,-32349.77568,
-56312.62785,-16972.07102,-21352.50,-31302.29616,
-45194.40818,-20281.32,-17863.80,-33303.16275,
-25945.87261,-18783.11405,-2810.04,-28880.15485,
1864.209053,-13122.30901,19082.57,-19987.33705,
46831.41528,-3804.307422,47223.60,-5394.440595,
82121.98303,1364.19834,69218.36,5214.286104,
78757.1569,4363.994979,70983.92,12927.5545,
61157.8996,4384.71003,56063.52,12723.94544,
55210.44748,1096.600229,36016.13,13564.02644,
59343.78528,-2821.238546,26220.76,15603.54751,
65784.96812,-4329.010079,21012.71,13528.18819,
55169.4576,-5924.391767,19704.88,11723.51474,
48661.55488,-4743.505326,23384.02,11841.45725,
59367.59125,-966.6928913,26265.17,11077.5772,
66166.2821,1732.710415,30803.81,14591.14369,
69385.33386,5706.676648,23550.99,20065.90577,
64471.63049,5110.767586,17582.13,18068.10571,
48035.39849,3296.248306,24275.94,13939.96295,
21518.85111,-405.0430362,28808.29,5733.515266,
-5680.987966,-6340.403942,24842.89,-3630.369651,
-27337.52001,-11824.60051,13859.09,-5376.506683,
-46322.56928,-19611.66181,-11600.88,-27914.94036,
-52841.05968,-22888.34749,-21296.88,-38409.79312,
-56772.42606,-23000.70025,-18688.39,-47666.83913,
-48334.58541,-23098.56692,-15367.92,-50805.3419,
-33605.93511,-23812.18241,-11103.05,-51423.77274,
-12773.28178,-27907.40828,-726.27,-52363.14351,
17052.8547,-26433.93815,18787.24,-40993.78402,
52674.67185,-18985.78638,39199.37,-27672.54193,
85033.21954,-14651.2899,60399.39,-16587.80753,
99462.59513,-9245.601685,73223.58,-7571.976652,
96832.59745,-8809.777026,73862.25,533.6916536,
84556.68218,-10267.50402,75806.18,2896.365664,
85354.36256,-12391.92325,74525.94,2806.61267,
82761.27058,-12539.97982,69758.14,3052.473676,
80211.84901,-9858.558412,70294.72,3705.993495,
73221.95561,-7765.73123,63883.83,2949.720592,
69018.69134,-6136.810607,63180.37,1422.867534,
62022.23438,-5929.997362,63781.51,-1616.582671,
57455.38596,-3379.522141,59582.02,-1125.258774,
50593.88607,-2721.283512,56779.98,346.943893,
34799.06111,-2444.368096,52865.09,-579.9191683,
8595.541087,-7962.087964,44752.32,-7970.639494,
-18500.15054,-12582.953,30057.41,-18996.28869,
-31971.75113,-17105.00329,15563.95,-28519.326,
-44190.11417,-19684.69885,2838.23,-36881.6763,
-50613.57894,-20061.14681,-3568.88,-42937.86397,
-55530.87641,-23673.91123,-5149.93,-48324.27358,
-54166.37674,-23735.40229,-2015.94,-46407.0839,
-46851.21309,-21681.2715,3223.49,-39046.46026,
-27767.13787,-17008.76386,9646.72,-34479.86093,
6840.703337,-10375.86978,23596.92,-21491.24985,
42481.19137,-5539.884849,45141.07,-5081.468196,
73317.94586,-2405.857475,65895.48,9770.018461,
94110.78197,-226.5145817,79450.02,18161.71703,
103754.7407,1858.721074,83418.76,26874.05054,
107102.7822,3958.505923,87272.93,28123.55649,
109806.7867,4228.898296,84664.49,29189.13566,
108758.214,5679.525589,83039.68,27140.67329,
109352.9502,7887.26224,82871.42,26937.06416,
106857.2881,5995.8745,81566.03,28869.05013,
105820.2412,7078.3093,80449.55,32035.14358,
103822.5192,10282.94258,81055.31,32636.04995,
100988.7038,9530.06227,76792.21,32646.75734,
95921.56275,9224.52942,79165.36,34239.00045,
89990.69925,9660.122028,84155.96,36045.63328,
85215.66381,11666.34213,87795.80,40429.08682,
66981.90578,8014.964124,74041.00,40627.16724,
44654.34876,6155.601341,53763.69,26799.0692,
28546.86402,2348.868194,37613.87,16993.42215,
22569.04861,835.3367296,22352.81,9037.536713,
25646.60838,1188.30765,16274.81,6591.430139,
38319.39282,3366.950148,19653.65,8381.145311,
52850.11459,6262.519287,24588.81,15123.78492,
61119.2517,6084.190865,26959.59,18341.8432,
80853.57754,8629.374502,34670.78,26863.88957,
111837.2622,13714.94191,55680.40,37542.19649,
138829.4702,18362.36315,86194.07,49871.31528,
145564.258,19556.32322,94509.11,58420.3118,
143197.9813,21670.21877,93907.27,63439.90976,
137088.4722,22949.0211,87139.88,65123.3208,
129067.3111,21644.23765,75418.42,62763.20317,
116707.8641,21444.62262,68087.68,58043.82886,
108706.1517,20622.80112,71957.31,54590.44168,
96280.38202,19213.37444,69648.70,50301.23008,
88781.21187,18516.61715,68648.41,47713.84185,
78858.56872,18059.32906,62240.39,45100.24939,
72382.22511,17452.86664,53775.47,43469.0017,
69478.28402,17263.32097,57988.78,45032.7331,
69664.17999,17638.66209,71953.19,45851.5849,
67042.2725,17609.02025,80272.70,44461.00354,
53299.84176,16218.47093,72171.07,42856.33205,
36344.78253,9465.865897,53370.93,24666.45554,
18624.52139,5371.255562,37998.56,9078.103158,
8484.133413,2002.738841,24636.19,-271.5819953,
7455.267233,858.5767131,24144.76,-4930.69665,
10607.67428,568.2758432,21380.58,-8399.326317,
19768.76801,1327.446707,17782.26,-6762.794318,
32223.11306,3844.48995,18980.91,-2970.238582,
40776.70918,6896.406841,27705.10,4127.16379,
65492.48604,13202.56741,48530.52,21176.59721,
88859.45158,19332.74285,67852.04,36788.91582,
99152.04332,22576.8772,77896.65,46308.74806,
92510.78863,23516.83801,81527.63,51960.89636,
81272.8836,22920.95851,88099.85,56313.77421,
68171.48132,20848.35402,79021.32,53532.75096,
54425.26735,19278.64386,68301.57,50860.38499,
52975.65681,18710.18795,61634.23,49803.48704,
25539.88785,17730.76741,55682.56,46435.9639,
14418.79405,17133.0657,53549.27,45748.24337,
12525.66485,16402.6434,51568.90,43438.30693,
-4672.403134,15441.09435,46246.01,42647.03822,
-13716.03461,14787.16308,50519.21,43066.18366,
-4611.111915,14616.45037,60217.96,44189.00443,
2604.884765,13288.31017,68802.31,44167.43298,
-6992.853979,9175.394471,58197.37,39388.24747,
-18062.05884,4469.350244,40118.85,20288.16635,
-40692.87248,17.36103491,23735.92,2808.303905,
-57045.49588,-2435.7882,10894.64,-10168.34779,
-62136.08126,-2223.040334,7442.38,-15285.28066,
-65858.61876,1205.048341,8463.27,-15175.7217,
-64777.89483,5274.607591,12069.98,-11118.0555,
-57862.61885,7497.531011,14591.21,-2145.668242,
-40081.57494,11490.36478,24623.91,7295.965476,
-9060.781335,15416.01734,44211.86,25817.50628,
13081.31874,18282.01447,69285.08,36912.48682,
22884.53711,20552.35753,83394.29,48499.41887,
25460.5866,21098.55613,83247.27,48333.48695,
20845.10556,20313.49273,87012.63,50348.6678,
12179.06692,20321.04514,81739.65,49503.79556,
1329.090437,19343.21756,74462.22,47820.54111,
3260.88562,18616.85085,70516.30,46976.43499,
3169.626938,17867.81574,66783.27,45900.32159,
4609.424235,17268.91023,64361.37,45739.24683,
7355.682515,16463.83415,65349.00,44864.40073,
4803.356681,16146.4656,57769.96,44044.87341,
1568.749758,15892.75665,60574.30,44727.97666,
-6744.644633,15460.82926,67135.67,45581.17239,
-20431.47511,13997.86201,70259.72,44874.62011,
-41862.88714,11931.19102,55375.40,33051.39146,
-65098.88774,7969.307217,29288.50,18413.71392,
-82907.57062,4361.671865,9033.61,3720.35879,
-97957.77216,1607.617235,-2009.53,-8839.574471,
-104843.9639,-990.1871868,-1894.81,-14058.2195,
-104128.5578,-716.8551311,-4412.20,-11424.7916,
-95853.14795,2167.813617,-911.52,-12494.42344,
-75495.95851,5266.004174,6338.82,-381.5066307,
-45502.19929,6663.364849,17407.16,3957.700719,
-1914.618405,11018.53186,41406.42,21226.73292,
27865.79023,14488.59867,62018.58,35385.13021,
51354.57721,18026.76279,77923.09,43358.91519,
56085.93942,18375.66858,77265.93,48734.23736,
57723.88006,17695.58118,72953.51,49013.11936,
54320.73322,15420.04554,63090.26,50069.63087,
49806.01151,15207.24684,55760.92,45276.15038,
47423.04804,15023.60891,52663.25,45750.01142,
49119.59948,14611.01716,54570.75,47061.87221,
50851.25877,14128.37068,55975.09,46564.81936,
51790.38996,14223.42283,56576.57,47592.42074,
54170.46917,14885.26959,45942.01,43260.21178,
53218.00772,14508.93499,47054.78,42718.60351,
59574.88444,15015.1668,61158.87,46363.48871,
45668.846,13168.89589,60077.95,41618.32146,
30207.9031,10662.19926,48887.18,33744.63181,
6170.726518,4496.706678,22311.29,17875.93505,
-18142.90735,-485.8868554,-3793.15,3085.808395,
-31016.31701,-3428.080185,-22323.27,-6743.890489,
-30086.41919,-3919.383904,-28029.98,-8976.982675,
-25191.54755,-3128.920359,-29045.71,-11000.59317,
-16208.36366,-2141.149268,-28691.62,-11616.17546,
2047.240582,-591.2636142,-24019.06,-7259.64167,
28467.59445,3445.628935,-12621.18,2321.033369,
70059.52936,10077.03155,8166.29,21648.0269,
106272.3769,15998.54306,27535.59,37774.57188,
121720.1599,19416.4022,43247.66,50077.81391,
